transaction_id,user_id,amount,transaction_type,merchant_category,device_type,time_hour,location_match,num_txn_last_24h,avg_amount_last_7d,is_blacklisted_merchant,fraud
109,5488,1681.92,Autopay,Travel,iOS,5,1,1,1568.32,0,0
110,1206,904.41,Autopay,Other,iOS,13,1,1,803.23,0,0
111,6134,1088.66,Autopay,Food,Android,20,0,6,1178.03,1,1
112,6977,962.82,Autopay,Food,iOS,20,1,3,1187.73,1,1
113,8721,493.73,QR,Shopping,iOS,6,0,3,1153.9,0,0
114,8035,256.63,Autopay,Food,iOS,23,1,2,1423.37,0,0
115,2484,268.38,Autopay,Food,iOS,15,0,1,1213.42,1,1
116,8858,1050.93,QR,Travel,iOS,19,1,4,1349.34,0,0
117,1863,786.88,QR,Travel,Android,8,1,2,1266.18,0,0
118,3790,703.36,P2M,Travel,iOS,4,1,4,1198.68,0,0
119,8408,845.84,P2P,Travel,Android,7,0,2,1178.39,0,0
120,9755,1192.56,Autopay,Food,iOS,9,1,4,854.65,0,0
121,6116,1103.74,P2P,Travel,iOS,22,1,0,1247.23,0,0
122,7019,89.1,P2P,Travel,Android,15,0,3,1344.4,0,0
123,2757,360.83,Autopay,Bills,Android,12,1,3,1093.75,0,0
124,8574,245.18,Autopay,Other,iOS,1,1,2,1114.99,0,0
125,7374,618.17,P2M,Bills,Android,2,1,4,1449.9,0,0
126,7892,50.71,Autopay,Food,iOS,8,0,7,979.42,0,0
127,2678,1149.95,QR,Travel,Android,4,1,2,1289.47,0,0
128,4242,90.11,P2M,Food,Android,12,0,2,1033.76,0,0
129,5636,253.31,QR,Shopping,iOS,7,1,2,1041.2,0,0
130,2059,1221.33,Autopay,Food,Android,7,1,3,1492.19,0,0
131,7668,42.35,P2M,Bills,Android,6,0,3,605.53,1,1
132,4157,863.52,QR,Bills,Android,0,1,2,1735.63,0,0
133,6915,2066.67,P2P,Other,iOS,12,1,1,1609.22,0,0
134,3693,769.11,P2P,Travel,Android,16,1,3,1459.17,0,0
135,4627,997.66,P2P,Bills,iOS,9,0,5,1077.24,0,0
136,6450,1257.2,P2P,Bills,Android,13,1,3,1160.35,0,0
137,2663,201.08,P2P,Food,iOS,9,1,4,1251.37,0,0
138,6592,695.84,P2P,Shopping,iOS,6,1,1,1206.33,0,0
139,8392,295.76,P2M,Travel,Android,23,1,3,1516.18,0,0
140,2306,229.61,P2P,Other,iOS,7,1,1,1241.99,0,0
141,7776,171.01,Autopay,Other,iOS,14,1,4,1355.58,0,0
142,6864,704.41,QR,Shopping,Android,22,1,5,724.99,0,0
143,8526,1265.97,P2P,Shopping,Android,18,1,4,991.49,0,0
144,9901,1669.26,P2P,Other,iOS,13,1,1,1305.82,0,0
145,6575,447.71,QR,Shopping,iOS,18,1,1,1033.46,0,0
146,6530,373.32,P2P,Bills,Android,22,0,2,1054.77,0,0
147,5413,930.03,P2M,Bills,Android,17,0,1,1809.85,0,0
148,4748,1212.61,P2M,Food,iOS,11,1,3,1148.93,0,0
149,1663,233.69,QR,Food,iOS,9,1,2,1421.92,0,0
150,2998,282.25,P2P,Food,Android,11,1,1,1013.39,0,0
151,8994,609.81,QR,Shopping,iOS,1,1,4,1850.28,0,0
152,2495,470.14,Autopay,Other,iOS,18,0,4,1253.53,0,0
153,4304,978.76,P2P,Travel,Android,1,1,0,792.21,0,0
154,4763,561.73,Autopay,Bills,iOS,16,1,2,1178.85,0,0
155,6232,94.67,P2P,Other,Android,9,1,2,1038.17,0,0
156,2853,145.17,P2P,Other,iOS,23,1,7,1468.0,0,0
157,7585,1857.49,QR,Other,iOS,22,1,1,864.64,0,0
158,2291,206.39,P2M,Other,iOS,22,1,6,920.35,0,0
159,4581,41.11,P2P,Shopping,Android,22,1,5,1665.42,0,0
160,8554,1051.79,QR,Bills,iOS,23,1,1,1866.73,0,0
161,8280,921.64,P2M,Other,iOS,13,1,0,1661.09,0,0
162,2636,733.18,QR,Travel,iOS,9,1,3,1348.29,0,0
163,4696,558.14,QR,Other,Android,1,1,4,1098.66,0,0
164,1698,2794.13,P2M,Shopping,Android,3,1,2,1288.1,0,0
165,5737,102.11,P2M,Shopping,Android,9,1,3,1259.43,0,0
166,1854,570.95,P2M,Travel,Android,20,1,6,1289.37,0,0
167,9164,664.17,QR,Travel,Android,3,1,3,1396.52,0,0
168,6855,18.2,P2P,Food,iOS,23,1,0,1076.77,0,0
169,8392,424.81,P2P,Food,iOS,21,1,1,1278.18,0,0
170,7528,1221.56,P2P,Food,iOS,18,1,4,843.8,0,0
171,6249,509.56,QR,Bills,iOS,1,1,3,1068.97,0,0
172,6172,1665.34,Autopay,Food,iOS,18,1,5,1374.72,0,0
173,2707,828.06,P2M,Other,Android,21,1,2,1083.27,0,0
174,6791,1162.24,Autopay,Food,Android,9,1,4,1414.83,0,0
175,6535,1305.67,QR,Shopping,Android,22,0,0,1455.33,0,0
176,5931,935.66,P2P,Travel,iOS,9,1,2,1254.6,0,0
177,4510,1107.06,P2P,Shopping,Android,22,1,3,1352.65,1,1
178,1202,950.77,Autopay,Travel,iOS,9,1,3,920.74,0,0
179,5218,639.63,P2P,Shopping,Android,12,1,2,672.31,0,0
180,9958,668.75,Autopay,Other,Android,7,1,2,1208.01,0,0
181,5389,168.46,P2M,Shopping,iOS,13,1,1,838.99,0,0
182,3327,1405.6,P2M,Travel,Android,4,1,7,974.2,0,1
183,9004,299.33,P2P,Bills,Android,18,1,5,1621.5,0,0
184,3931,613.84,P2P,Travel,Android,3,0,3,1568.92,0,0
185,8777,229.66,P2P,Travel,iOS,22,1,3,1240.98,0,0
186,1197,952.23,P2P,Travel,iOS,4,1,5,936.84,0,0
187,8125,2956.53,QR,Travel,iOS,10,1,3,1169.85,0,0
188,2930,1295.35,P2P,Shopping,Android,19,1,0,797.36,0,0
189,7287,772.17,Autopay,Food,Android,21,1,4,1026.57,0,0
190,9800,670.55,QR,Bills,iOS,20,1,1,1167.74,0,0
191,5282,538.32,P2P,Food,iOS,0,1,3,667.74,0,0
192,3511,183.5,P2P,Shopping,Android,4,1,1,972.48,0,0
193,1659,342.18,P2M,Bills,Android,12,1,5,1072.92,0,0
194,3811,417.23,Autopay,Travel,iOS,22,1,7,1093.58,0,0
195,8098,2314.09,Autopay,Shopping,Android,1,1,3,1309.86,0,0
196,7546,443.52,QR,Food,iOS,13,1,3,1525.28,0,0
197,2986,705.88,Autopay,Food,iOS,8,0,2,1054.81,0,0
198,9338,2045.2,P2P,Bills,Android,23,1,1,1718.17,0,0
199,3911,584.56,P2M,Travel,Android,17,1,3,1614.19,0,0
200,2734,231.69,P2P,Bills,iOS,4,1,4,1006.07,0,0
201,2843,383.73,QR,Bills,iOS,12,1,5,984.95,1,1
202,9680,376.69,Autopay,Food,iOS,8,1,3,960.55,0,0
203,3976,1003.42,P2M,Travel,iOS,20,1,3,986.4,0,0
204,2959,280.92,Autopay,Other,Android,4,0,0,1147.19,0,0
205,6759,1048.32,Autopay,Travel,iOS,17,1,7,1393.68,0,0
206,7694,1760.33,P2M,Travel,iOS,21,0,1,1180.88,0,0
207,3385,327.67,Autopay,Food,iOS,20,1,1,1051.73,0,0
208,5736,116.34,P2P,Travel,Android,19,1,1,903.66,0,0
209,2802,814.11,QR,Food,Android,2,1,0,1019.16,0,0
210,9155,358.1,P2P,Bills,iOS,11,1,2,1044.7,0,0
211,9120,610.83,Autopay,Shopping,Android,13,0,4,1336.09,0,0
212,7616,804.46,P2M,Travel,Android,1,1,3,1101.12,0,0
213,6534,419.05,P2P,Other,iOS,21,1,4,1336.67,0,0
214,5061,2068.96,P2P,Food,Android,16,0,2,1268.74,0,0
215,1262,408.15,Autopay,Food,iOS,17,1,2,1369.22,0,0
216,7287,293.81,Autopay,Other,Android,5,1,4,1425.06,1,1
217,9815,1734.97,Autopay,Bills,Android,0,0,4,1259.39,0,0
218,3049,117.23,QR,Shopping,Android,8,0,4,1523.65,0,0
219,6423,106.1,Autopay,Shopping,iOS,16,0,3,1149.66,0,0
220,5548,2195.33,Autopay,Travel,iOS,17,1,3,1395.61,0,0
221,4108,187.53,QR,Bills,iOS,0,0,2,1209.39,0,0
222,8158,128.55,P2P,Bills,Android,19,1,2,999.36,0,0
223,8400,612.86,QR,Food,iOS,14,0,6,1386.21,0,0
224,4170,38.33,Autopay,Travel,Android,23,1,7,996.29,0,0
225,3255,774.1,P2M,Other,iOS,17,0,7,1584.95,1,1
226,2154,482.54,QR,Bills,iOS,21,1,1,1367.45,0,0
227,5499,818.24,Autopay,Shopping,Android,8,1,1,1348.38,0,0
228,7295,267.19,Autopay,Bills,iOS,3,1,3,1462.28,0,0
229,7197,1887.09,P2M,Food,Android,7,1,5,1104.62,0,0
230,2648,252.41,P2P,Bills,iOS,7,1,5,1012.98,0,0
231,6539,811.93,P2P,Other,iOS,18,1,2,1353.28,0,0
232,5199,2321.67,P2P,Shopping,iOS,7,0,3,1628.67,0,0
233,9445,409.74,P2P,Travel,iOS,18,1,6,1511.39,0,0
234,3557,140.84,P2P,Travel,Android,21,1,3,801.74,0,0
235,6592,56.67,QR,Bills,iOS,16,0,2,559.82,0,0
236,1098,2637.86,QR,Food,iOS,19,1,2,1168.78,0,0
237,3200,1154.13,P2P,Travel,iOS,22,1,5,1443.26,0,0
238,3961,2010.17,P2M,Shopping,Android,23,1,5,710.59,0,0
239,5973,960.07,QR,Food,iOS,9,1,2,1448.96,0,0
240,5433,335.39,P2P,Food,Android,20,1,3,1504.97,0,0
241,3869,105.01,P2P,Bills,iOS,0,1,1,1237.36,0,0
242,1956,2119.53,Autopay,Food,iOS,21,1,3,1597.63,0,0
243,9352,538.08,QR,Other,iOS,15,1,8,1325.1,0,0
244,6699,404.02,Autopay,Other,Android,2,1,2,1258.41,0,0
245,7944,689.81,P2M,Food,Android,1,1,2,1157.52,0,0
246,5493,90.14,QR,Bills,Android,7,1,1,1430.93,0,0
247,5911,295.93,Autopay,Shopping,iOS,2,1,1,950.26,0,0
248,4987,812.62,Autopay,Other,iOS,6,1,2,1053.22,0,0
249,7015,84.4,P2P,Travel,iOS,12,1,2,1341.44,0,0
250,2218,116.25,QR,Shopping,Android,13,1,2,1553.23,0,0
251,5496,571.64,P2M,Food,iOS,21,1,4,945.29,0,0
252,5735,781.38,QR,Food,iOS,0,1,5,1684.16,0,0
253,5555,165.62,P2M,Other,iOS,3,1,2,1487.38,0,0
254,9050,26.92,QR,Bills,Android,4,1,5,1236.79,0,0
255,4446,2543.09,Autopay,Bills,iOS,5,1,3,1496.41,0,0
256,2045,22.3,Autopay,Shopping,Android,18,1,6,1270.38,0,0
257,7893,1.64,QR,Other,Android,15,0,2,1403.5,0,0
258,2693,312.47,QR,Travel,iOS,22,1,0,791.75,0,0
259,4436,201.29,P2P,Food,Android,19,0,5,2095.31,0,0
260,9754,681.88,QR,Other,Android,4,1,2,1089.33,0,0
261,6895,1797.03,QR,Travel,iOS,0,0,3,1146.53,0,0
262,4354,524.85,QR,Food,Android,0,1,3,1404.85,1,1
263,1225,1187.31,P2P,Bills,iOS,0,1,4,1389.82,0,0
264,5893,1919.52,Autopay,Shopping,iOS,4,1,2,1395.69,0,0
265,8022,167.98,QR,Travel,Android,22,1,3,1111.41,0,0
266,6600,536.03,P2P,Other,iOS,20,1,5,1747.93,0,0
267,8996,821.93,QR,Bills,Android,7,1,0,1068.24,0,0
268,8683,322.63,P2M,Other,iOS,6,1,0,757.89,0,0
269,5642,1076.9,QR,Shopping,Android,11,1,0,1402.26,0,0
270,8679,977.48,P2P,Shopping,Android,3,0,4,933.21,0,0
271,9208,437.29,Autopay,Travel,Android,12,0,2,1707.85,0,0
272,8339,73.65,P2P,Shopping,iOS,16,1,1,1008.79,0,0
273,3205,9.31,P2P,Shopping,Android,4,1,2,1146.1,0,0
274,2069,368.8,P2P,Other,Android,23,1,2,1188.5,0,0
275,4444,68.51,Autopay,Travel,iOS,17,0,1,1201.28,0,0
276,2060,1217.23,Autopay,Shopping,Android,12,1,4,1014.91,0,0
277,3327,325.56,QR,Food,iOS,0,1,2,1067.82,0,0
278,4420,877.53,P2P,Bills,iOS,10,1,1,1134.06,0,0
279,1301,340.18,QR,Shopping,Android,4,1,2,1175.79,0,0
280,1606,1271.47,P2M,Shopping,Android,2,1,6,1440.41,0,0
281,4170,1754.36,Autopay,Shopping,iOS,14,1,2,1718.21,0,0
282,1699,1453.73,Autopay,Bills,iOS,20,0,2,1268.44,0,0
283,6088,530.05,P2P,Other,iOS,8,0,2,1047.29,0,0
284,1190,70.15,P2P,Travel,iOS,17,1,4,917.09,0,0
285,1980,371.8,P2P,Travel,Android,9,1,3,1693.12,0,0
286,3975,441.95,QR,Travel,Android,19,1,1,849.6,0,0
287,7102,2580.2,P2M,Travel,Android,21,0,5,984.55,0,0
288,2184,666.84,Autopay,Travel,Android,10,1,3,910.84,0,0
289,4327,819.2,QR,Food,Android,19,0,6,1318.83,0,0
290,4394,1218.62,Autopay,Other,iOS,16,0,3,1030.93,0,0
291,9319,671.84,P2M,Other,Android,9,1,3,1155.54,0,0
292,2816,730.01,P2P,Shopping,iOS,6,1,2,846.63,0,0
293,6854,225.18,QR,Bills,iOS,2,1,3,665.31,0,0
294,7709,48.54,Autopay,Travel,iOS,6,1,3,1306.76,0,0
295,1569,1022.34,QR,Travel,iOS,16,1,2,1333.3,0,0
296,6442,1510.71,P2M,Other,Android,1,1,5,919.88,0,0
297,2895,424.82,QR,Other,iOS,10,1,2,1299.43,0,0
298,3733,636.88,Autopay,Bills,Android,13,1,2,1117.89,0,0
299,4863,293.71,P2P,Bills,iOS,14,0,2,1255.68,0,0
300,8455,478.59,Autopay,Bills,Android,0,1,2,1362.38,0,0
301,5014,187.45,QR,Travel,iOS,7,1,4,1387.59,0,0
302,2686,1141.32,Autopay,Other,Android,14,1,2,1416.0,0,0
303,4009,541.68,P2M,Food,iOS,3,1,3,1176.71,0,0
304,8806,633.77,QR,Bills,Android,17,1,5,1541.57,0,0
305,1154,30.23,P2P,Bills,Android,1,1,4,1256.22,0,0
306,2409,779.13,QR,Other,Android,11,1,3,2045.13,0,0
307,1784,181.18,Autopay,Food,Android,16,1,2,1463.69,0,0
308,9096,386.82,QR,Travel,iOS,23,1,5,1591.79,0,0
309,8560,425.8,QR,Travel,Android,18,1,2,1279.32,0,0
310,8343,476.43,Autopay,Food,Android,21,1,5,1108.31,0,0
311,8206,206.43,QR,Travel,iOS,18,0,6,1660.68,0,0
312,6596,1518.28,P2M,Travel,Android,19,1,2,2077.77,0,0
313,6801,446.68,Autopay,Bills,iOS,17,1,3,1073.58,0,0
314,3806,757.68,P2P,Shopping,Android,2,1,4,1665.73,0,0
315,1537,761.4,P2M,Other,Android,23,1,9,1247.78,0,0
316,6986,747.13,QR,Bills,Android,5,1,3,1402.67,0,0
317,2841,655.55,P2P,Other,Android,19,1,3,1313.19,0,0
318,9716,1383.59,Autopay,Shopping,Android,19,1,4,1343.89,0,0
319,7971,1339.68,P2M,Other,Android,1,1,1,1871.57,0,0
320,6625,431.85,QR,Food,iOS,17,0,2,969.87,0,0
321,3950,808.14,Autopay,Bills,iOS,4,1,3,1121.24,0,0
322,8992,86.81,Autopay,Bills,iOS,19,1,2,1567.38,0,0
323,5780,76.13,Autopay,Shopping,iOS,15,1,1,1359.5,0,0
324,3368,523.01,Autopay,Food,iOS,19,1,2,863.26,0,0
325,7655,1843.7,P2M,Travel,iOS,9,0,3,908.33,0,0
326,9173,839.86,QR,Shopping,iOS,18,1,2,1173.94,0,0
327,5495,885.03,P2P,Other,Android,4,1,1,1208.57,0,0
328,7002,137.27,QR,Shopping,iOS,18,1,3,1254.47,0,0
329,7614,483.09,P2M,Food,iOS,17,1,2,965.85,0,0
330,6919,409.72,QR,Bills,iOS,15,1,7,1149.36,0,0
331,1853,1222.21,P2P,Other,iOS,3,1,3,1291.51,0,0
332,5146,118.64,P2M,Travel,Android,17,1,2,1310.0,0,0
333,4769,619.82,Autopay,Travel,Android,8,1,5,712.23,0,0
334,1574,1938.46,P2M,Travel,iOS,15,1,3,695.59,0,0
335,2148,1783.91,P2M,Food,iOS,7,1,4,942.44,0,0
336,7293,1530.26,P2M,Bills,Android,8,1,2,1327.64,0,0
337,7457,375.98,P2M,Bills,iOS,2,1,3,584.51,0,0
338,8509,2265.54,P2P,Shopping,iOS,14,0,4,1104.4,0,0
339,5777,1309.04,Autopay,Food,iOS,1,1,1,588.41,0,0
340,4854,1523.81,Autopay,Food,iOS,23,1,6,645.13,0,0
341,3491,2154.77,P2M,Other,Android,11,1,1,1048.83,0,0
342,4124,2211.71,QR,Travel,iOS,16,0,2,1469.78,0,0
343,6691,219.62,P2M,Travel,iOS,12,1,2,1261.36,0,0
344,4051,109.29,P2M,Shopping,Android,20,1,0,1320.81,0,0
345,1004,939.21,QR,Travel,Android,3,1,3,1071.19,0,0
346,6222,662.65,P2P,Travel,iOS,11,1,4,1391.33,0,0
347,6315,317.32,Autopay,Travel,iOS,16,1,0,837.73,0,0
348,5869,922.75,P2M,Bills,iOS,16,0,5,778.85,1,1
349,1876,51.2,Autopay,Shopping,Android,7,1,4,1383.71,0,0
350,8027,38.69,P2P,Travel,Android,23,1,1,1179.05,0,0
351,5142,349.95,QR,Food,iOS,17,1,0,1447.16,0,0
352,7966,172.39,Autopay,Food,iOS,4,0,2,602.6,0,0
353,8079,1014.26,P2P,Food,Android,3,1,4,1805.38,0,0
354,8987,2365.55,QR,Other,iOS,10,1,1,944.15,0,0
355,7799,866.89,Autopay,Food,iOS,11,0,6,1679.92,0,0
356,5465,850.87,Autopay,Travel,iOS,12,1,4,1382.24,0,0
357,1635,5.29,P2P,Food,Android,7,0,2,1119.56,0,0
358,2693,574.41,P2P,Food,iOS,18,1,2,1418.52,0,0
359,5752,1359.06,P2M,Shopping,iOS,7,1,6,659.72,0,0
360,9311,849.33,Autopay,Other,iOS,10,1,1,1623.98,0,0
361,1830,206.79,QR,Travel,iOS,23,1,2,1187.46,0,0
362,6177,1509.61,QR,Bills,Android,17,1,2,1120.28,0,0
363,9932,2667.8,P2M,Travel,iOS,18,1,2,1346.34,0,0
364,9308,261.68,P2P,Shopping,Android,14,1,2,785.05,1,1
365,6949,185.64,P2P,Travel,iOS,13,1,1,1069.79,0,0
366,3838,330.63,P2P,Travel,iOS,1,1,3,994.53,0,0
367,2150,52.19,P2P,Bills,iOS,8,1,6,1113.9,0,0
368,8560,1653.58,P2P,Shopping,Android,19,1,5,1540.44,0,0
369,2931,2119.44,QR,Shopping,iOS,8,1,5,1589.19,1,1
370,2664,802.58,Autopay,Travel,iOS,5,1,2,1383.66,0,0
371,2081,1156.27,P2P,Travel,Android,7,1,5,1409.11,0,0
372,1512,883.67,Autopay,Other,Android,11,1,4,699.1,0,1
373,8805,379.02,P2M,Bills,Android,7,0,3,995.6,0,0
374,6237,799.83,Autopay,Food,Android,4,1,6,533.78,0,0
375,1559,1447.87,P2M,Food,iOS,16,1,4,1493.44,0,0
376,4672,1328.2,P2P,Other,Android,13,0,4,1363.36,0,0
377,8404,67.63,P2P,Food,iOS,7,0,4,1167.7,0,0
378,4343,496.81,P2M,Shopping,Android,23,1,2,1384.68,0,0
379,5070,405.1,QR,Travel,Android,20,1,3,1191.89,0,0
380,1580,1115.49,P2M,Food,iOS,9,1,2,1065.82,0,0
381,8004,556.72,P2M,Travel,iOS,18,1,4,1452.03,0,0
382,9130,344.26,Autopay,Bills,Android,22,1,1,994.56,0,0
383,4147,980.29,Autopay,Other,Android,6,1,1,1120.79,0,0
384,5249,513.32,QR,Travel,iOS,1,1,3,1140.2,0,0
385,2679,237.24,P2P,Shopping,iOS,21,1,7,874.22,0,0
386,4506,1768.86,P2M,Shopping,Android,11,0,7,890.51,0,0
387,8253,95.97,QR,Bills,iOS,0,1,1,1494.12,0,0
388,3744,14.6,Autopay,Travel,iOS,0,1,6,1400.44,0,0
389,6188,124.3,P2M,Other,iOS,22,1,2,1375.2,0,0
390,3141,142.96,QR,Other,Android,22,1,0,1156.87,0,0
391,7617,617.83,P2M,Other,iOS,16,1,2,619.16,0,0
